#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-04-29T19:05:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6170c1272	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r= 10
#-c.u=arcmin
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,bm=10.000000/10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV|deg|mas|deg|mas|mas|mas|mas/yr|mas/yr|mas/yr|mas/yr|km/s|km/s
#----------------------------|---------------|-------|---------------|-------|----------|-------|---------|------|---------|------|-------|-----
Gaia DR2 4657685534807606912|084.69783798934| 1.3180|-69.09877392289| 9.4851|          |       |         |      |         |      |       |
Gaia DR2 4657685534807606784|084.69653324546| 0.0450|-69.09848306725| 0.0522|   -0.0277| 0.0543|    1.903| 0.085|    0.914| 0.091|       |
Gaia DR2 4657685534828227200|084.66725374305| 0.1493|-69.09688218420| 0.2106|    0.0265| 0.1704|    1.696| 0.293|    1.154| 0.394|       |
Gaia DR2 4657685461824269440|084.73028470177| 0.1195|-69.11296731642| 0.1564|   -0.0039| 0.1201|    1.400| 0.247|    0.674| 0.305|       |
Gaia DR2 4657685569187864832|084.69389141727| 0.5934|-69.08592356336| 0.6623|   -2.3023| 0.6618|   -0.305| 1.205|    2.897| 1.215|       |
Gaia DR2 4657685530543798912|084.70318001696| 0.2734|-69.10322463885| 0.3590|   -0.2467| 0.2974|    1.914| 0.547|   -0.445| 0.703|       |
Gaia DR2 4657685461824269568|084.73078201968| 1.7746|-69.11230144307| 1.9835|          |       |         |      |         |      |       |
Gaia DR2 4657685466089430656|084.72940158210| 7.9419|-69.11258441139|37.8347|          |       |         |      |         |      |       |
Gaia DR2 4657685534807679872|084.66356357782|18.7748|-69.08611166681| 7.0374|          |       |         |      |         |      |       |
Gaia DR2 4657685461777222016|084.70945570874| 0.0242|-69.10123931149| 0.0285|   -0.0528| 0.0271|    1.710| 0.047|    0.746| 0.054|       |
Gaia DR2 4657685534807608064|084.69126500628| 0.1303|-69.10350850014| 0.1541|   -0.5480| 0.1400|    2.204| 0.254|    1.178| 0.296|       |
Gaia DR2 4657685534807679616|084.66395209031|39.1581|-69.08674262863|11.5242|          |       |         |      |         |      |       |
Gaia DR2 4657685569187865984|084.69660879821| 1.5314|-69.08808417064| 1.6170|          |       |         |      |         |      |       |
Gaia DR2 4657685534828228224|084.68032338732| 1.0522|-69.09946005015| 1.3481|          |       |         |      |         |      |       |
Gaia DR2 4657685461824268416|084.72651509893| 0.4219|-69.10247014969| 0.5295|   -0.7684| 0.4725|    0.673| 0.906|   -0.075| 1.512|       |
Gaia DR2 4657685569187865856|084.69648157065| 1.9257|-69.08825897505| 1.3245|          |       |         |      |         |      |       |
Gaia DR2 4657685569167210880|084.69360136067| 0.8202|-69.08423040992| 0.7965|          |       |         |      |         |      |       |
Gaia DR2 4657685500448041472|084.73332420766| 0.1482|-69.10159010496| 0.1835|   -0.1659| 0.1577|    1.339| 0.298|    1.402| 0.357|       |
Gaia DR2 4657685496184455296|084.75037014508| 1.2661|-69.10710259586| 1.3278|          |       |         |      |         |      |       |
Gaia DR2 4657685569187865600|084.67130729160| 0.4313|-69.08237209240| 0.4218|    0.6764| 0.4372|    2.872| 0.779|    4.283| 0.824|       |
Gaia DR2 4657685530545952128|084.66809635047| 1.5761|-69.09605144808| 0.8401|          |       |         |      |         |      |       |
Gaia DR2 4657685534828065536|084.67745856340| 7.6744|-69.09195894395| 6.0417|          |       |         |      |         |      |       |
Gaia DR2 4657685569187902464|084.68696597525| 0.6156|-69.08631001661| 0.4768|   -0.4170| 0.5755|    1.828| 0.949|    2.477| 0.804|       |
Gaia DR2 4657685461824697600|084.73230603468| 0.9657|-69.10895886216| 1.2751|          |       |         |      |         |      |       |
Gaia DR2 4657685569167418752|084.66451868162| 0.0346|-69.08622240850| 0.0348|   -0.0339| 0.0336|    1.753| 0.070|    0.895| 0.067|       |
Gaia DR2 4657685461824267392|084.72339399399| 0.1239|-69.10676026783| 0.1485|   -0.0567| 0.1259|    1.817| 0.256|    1.360| 0.286|       |
Gaia DR2 4657685569187803392|084.67852375952| 8.1898|-69.08842613042| 5.6173|          |       |         |      |         |      |       |
Gaia DR2 4657685534807608576|084.68920886380| 8.2866|-69.10303459437| 8.3702|          |       |         |      |         |      |       |
Gaia DR2 4657685569167418496|084.66611202837| 0.6276|-69.08676297913| 0.6618|          |       |         |      |         |      |       |
Gaia DR2 4657685569187803264|084.67956988878|35.9924|-69.08863216761|14.9731|          |       |         |      |         |      |       |
Gaia DR2 4657685569167418368|084.66330928179| 1.9569|-69.08593513096| 1.0477|          |       |         |      |         |      |       |
Gaia DR2 4657685564905471488|084.67659104637| 0.0960|-69.07865883523| 0.0927|   -0.0996| 0.0872|    1.413| 0.189|    1.337| 0.180|       |
Gaia DR2 4657685569187903744|084.69375331036|14.0625|-69.08675562594|13.3383|          |       |         |      |         |      |       |
Gaia DR2 4657685534828066688|084.67189598610| 0.3065|-69.08986553954| 0.3459|   -0.5778| 0.3056|    1.050| 0.573|    2.905| 0.622|       |
Gaia DR2 4657685461824267904|084.72561925363| 0.3049|-69.10383720886| 0.4320|    0.5454| 0.3111|    2.961| 0.636|    1.274| 0.809|       |
Gaia DR2 4657685534828066560|084.67092382317| 1.3091|-69.08967717234| 1.1979|          |       |         |      |         |      |       |
Gaia DR2 4657685496184222208|084.74498506833| 1.1734|-69.10319379427| 1.5957|          |       |         |      |         |      |       |
Gaia DR2 4657685461824483584|084.74457431707| 0.7344|-69.10902234619| 1.6012|          |       |         |      |         |      |       |
Gaia DR2 4657685569187905280|084.68502020145| 0.9204|-69.08559462987| 0.8725|          |       |         |      |         |      |       |
Gaia DR2 4657685564905240448|084.67382676469| 0.0686|-69.08488264521| 0.0690|   -0.0868| 0.0661|    1.848| 0.133|    0.805| 0.143|       |
Gaia DR2 4657685569187867904|084.70381233299| 1.8686|-69.08697625675| 2.0332|          |       |         |      |         |      |       |
Gaia DR2 4657685569187905024|084.67208357873| 4.9036|-69.08016068083| 4.7448|          |       |         |      |         |      |       |
Gaia DR2 4657685569187804160|084.68742472680|10.3399|-69.09181134902| 6.8976|          |       |         |      |         |      |       |
Gaia DR2 4657685534828067712|084.67002352693| 0.1138|-69.09032054067| 0.1073|    0.1637| 0.1087|    0.956| 0.218|    0.622| 0.199|       |
Gaia DR2 4657685569167286144|084.66907383358| 0.3515|-69.07884326408| 0.5997|   -0.1132| 0.5052|    1.873| 0.693|   -2.321| 1.006|       |
Gaia DR2 4657685564905692544|084.66991783651| 0.0699|-69.08135493103| 0.0795|    0.1794| 0.0700|    2.386| 0.131|    1.343| 0.149|       |
Gaia DR2 4657685534828067584|084.67084061455| 1.8339|-69.09031830436| 4.2222|          |       |         |      |         |      |       |
Gaia DR2 4657685466108826624|084.71970161918| 0.0435|-69.11201150091| 0.0554|    0.0120| 0.0510|    1.763| 0.085|    0.865| 0.102|       |
Gaia DR2 4657685569167286016|084.66452168881| 8.1399|-69.07874306784| 2.6019|          |       |         |      |         |      |       |
Gaia DR2 4657685461824484736|084.74828464917| 2.0237|-69.11540565878| 3.1212|          |       |         |      |         |      |       |
Gaia DR2 4657685534807619200|084.66946829528| 0.0655|-69.09200255522| 0.0636|    0.0521| 0.0663|    1.597| 0.121|    0.912| 0.119|       |
Gaia DR2 4657685466108828416|084.73247039280| 0.7392|-69.10556444786| 0.8530|   -0.0232| 0.6334|   -0.043| 1.279|   -6.702| 1.501|       |
Gaia DR2 4657685534828073344|084.66226362709| 0.7776|-69.08922084530| 0.8340|   -1.0505| 0.8157|    4.152| 1.504|    3.234| 1.683|       |
Gaia DR2 4657685564905692160|084.66783408099| 5.7996|-69.08500136835| 6.4224|          |       |         |      |         |      |       |
Gaia DR2 4657685569187897984|084.68740222582| 2.1289|-69.08036753303| 2.1081|          |       |         |      |         |      |       |
Gaia DR2 4657685530545503104|084.68418652654| 0.7467|-69.09748687632| 1.5826|          |       |         |      |         |      |       |
Gaia DR2 4657685534828067072|084.66881658147| 1.8278|-69.08979808551| 1.7328|          |       |         |      |         |      |       |
Gaia DR2 4657685496184224640|084.75252512351| 5.1143|-69.09972889519| 3.7401|          |       |         |      |         |      |       |
Gaia DR2 4657685534808116352|084.69983571848| 3.3274|-69.09813218087|11.0137|          |       |         |      |         |      |       |
Gaia DR2 4657685534828066816|084.67904120596| 0.3021|-69.09272995191| 0.2621|    0.7753| 0.2902|    2.111| 0.486|    0.800| 0.508|       |
Gaia DR2 4657685530543794432|084.69572642959| 0.4536|-69.10275081071| 0.5653|   -0.7863| 0.4843|   -0.561| 0.881|   -0.351| 1.116|       |
Gaia DR2 4657685500448055680|084.74982367434| 0.1611|-69.09816942110| 0.2056|   -0.4469| 0.1862|    1.138| 0.308|    1.402| 0.375|       |
Gaia DR2 4657685534808116480|084.70122612280| 3.0528|-69.09851283754|11.6531|          |       |         |      |         |      |       |
Gaia DR2 4657685569187806976|084.67733799283| 0.3437|-69.08872739432| 0.3277|    0.3159| 0.3292|    3.291| 0.607|    3.117| 0.641|       |
Gaia DR2 4657685534828074624|084.67759869859| 0.0604|-69.09355227841| 0.0665|    0.1191| 0.0636|    1.609| 0.111|    0.652| 0.129|       |
Gaia DR2 4657685500448910464|084.74406158584| 3.8664|-69.10516877415| 8.2734|          |       |         |      |         |      |       |
Gaia DR2 4657685569187899264|084.69052563984| 0.4008|-69.08738412977| 0.2383|   -0.4268| 0.3067|    4.463| 0.693|    2.127| 0.479|       |
Gaia DR2 4657685466108832000|084.73802898980| 0.1426|-69.11148657679| 0.1765|    0.1746| 0.1566|    2.245| 0.265|    1.071| 0.315|       |
Gaia DR2 4657685534828074496|084.67862095440| 0.5831|-69.09359534866| 1.0715|          |       |         |      |         |      |       |
Gaia DR2 4657685534828074368|084.67768473098| 0.1129|-69.09409740955| 0.1100|    0.4349| 0.1087|    2.204| 0.188|    1.135| 0.204|       |
Gaia DR2 4657685466108829312|084.72962181874| 0.7070|-69.11123818868| 0.9030|    0.5024| 0.7681|    3.096| 1.381|    3.641| 1.630|       |
Gaia DR2 4657685564905242496|084.68910632537| 0.0922|-69.09014980974| 0.1132|    0.0266| 0.1059|    1.920| 0.178|    1.355| 0.207|       |
Gaia DR2 4657685564905686912|084.66578206708| 0.8385|-69.07612842557| 0.9121|          |       |         |      |         |      |       |
Gaia DR2 4657685534828068096|084.67289610277| 0.8367|-69.09063672246| 0.8483|          |       |         |      |         |      |       |
Gaia DR2 4657685530545504000|084.68918057716| 0.1880|-69.09441251262| 0.2827|    1.1139| 0.2432|    2.162| 0.373|   -2.285| 0.758|       |
Gaia DR2 4657685569187812480|084.68261668630| 0.1862|-69.08637259560| 0.2405|    0.2823| 0.2234|    2.068| 0.329|    1.761| 0.399|       |
Gaia DR2 4657685534828067968|084.67008137090|11.1212|-69.09255010769| 3.2820|          |       |         |      |         |      |       |
Gaia DR2 4657685461824487296|084.75422854210| 0.8648|-69.11211793461| 0.8585|   -0.8264| 0.7020|    0.566| 2.050|   -2.502| 1.869|       |
Gaia DR2 4657685564905242112|084.68771058950| 0.0802|-69.09018497181| 0.0861|   -0.1266| 0.0751|    1.981| 0.168|    0.482| 0.164|       |
Gaia DR2 4657685534828075904|084.66631991558| 5.7642|-69.09264633626|19.3565|          |       |         |      |         |      |       |
Gaia DR2 4657685461824487040|084.75388480018| 0.9569|-69.11326293269| 0.9933|   -0.9121| 0.8220|   -0.814| 2.316|    1.551| 2.902|       |
Gaia DR2 4657685569187923712|084.69023726942| 3.6208|-69.09145173807| 2.1874|          |       |         |      |         |      |       |
Gaia DR2 4657685466089165568|084.74658787197|16.5154|-69.11365888048| 6.5761|          |       |         |      |         |      |       |
Gaia DR2 4657685534828075776|084.66726055939| 3.6181|-69.09280572865| 5.5484|          |       |         |      |         |      |       |
Gaia DR2 4657685500468567040|084.73779965983| 0.0272|-69.10156907412| 0.0303|    0.0037| 0.0283|    1.743| 0.052|    0.794| 0.054|       |
Gaia DR2 4657685569187898368|084.70306985164| 6.4426|-69.08597239342| 7.3664|          |       |         |      |         |      |       |
Gaia DR2 4657685466089165440|084.74686196607| 4.4854|-69.11325741426| 5.5533|          |       |         |      |         |      |       |
Gaia DR2 4657685534828075648|084.67200806577| 0.4994|-69.09234673959| 0.5771|   -1.0005| 0.5405|   -1.553| 0.925|   -6.956| 1.062|       |
Gaia DR2 4657685530545503360|084.68591458444| 0.0828|-69.09298191845| 0.0709|   -0.1538| 0.0778|    1.121| 0.171|    0.892| 0.137|       |
Gaia DR2 4657685534807621120|084.69843160863| 0.8041|-69.09874041106| 1.6509|          |       |         |      |         |      |       |
Gaia DR2 4657685569187900032|084.69336972366| 4.4033|-69.08361865400| 1.9815|          |       |         |      |         |      |       |
Gaia DR2 4657685461824266496|084.72107375217| 0.2580|-69.10136852995| 0.3483|   -0.0884| 0.2679|    1.271| 0.546|    0.997| 0.732|       |
Gaia DR2 4657685461824334976|084.72391358353| 0.4791|-69.10346458770| 1.2327|          |       |         |      |         |      |       |
Gaia DR2 4657685466089164928|084.75155910091| 1.9953|-69.11382787081| 2.1133|          |       |         |      |         |      |       |
Gaia DR2 4657685569188005248|084.67344046676| 0.0330|-69.08755072156| 0.0325|    0.0056| 0.0315|    1.919| 0.065|    0.779| 0.059|       |
Gaia DR2 4657685534828075008|084.66609725366| 0.5589|-69.08769175507| 0.5330|   -1.2289| 0.5281|   -0.495| 1.001|   -5.188| 1.037|       |
Gaia DR2 4657685534807614336|084.68414009496| 4.3444|-69.09482803973| 2.8327|          |       |         |      |         |      |       |
Gaia DR2 4657685496184010368|084.74605020084| 0.1394|-69.10388788891| 0.1831|    0.2829| 0.1416|    1.971| 0.286|    0.760| 0.358|       |
Gaia DR2 4657685569187899392|084.68946674436| 2.6229|-69.08710552147| 1.8686|          |       |         |      |         |      |       |
Gaia DR2 4657685569187815040|084.67836481898| 0.6663|-69.08536173240| 0.8591|          |       |         |      |         |      |       |
Gaia DR2 4657685569187814912|084.67869547937| 0.4577|-69.08551462178| 0.4633|   -0.5607| 0.3774|    2.324| 0.745|    3.205| 0.809|       |
Gaia DR2 4657685569187814784|084.67816403793|10.5680|-69.08579653770| 9.9151|          |       |         |      |         |      |       |
Gaia DR2 4657685466108823168|084.72112268454| 0.1314|-69.10297420906| 0.1614|   -0.0985| 0.1427|    1.484| 0.269|    1.044| 0.373|       |
Gaia DR2 4657686320819695104|084.66334311392| 0.0975|-69.08423940772| 0.1403|   -0.1105| 0.1167|    1.658| 0.190|    0.231| 0.240|       |
Gaia DR2 4657685534807613696|084.67814857992| 0.1747|-69.09660737774| 0.1902|    0.0047| 0.1805|    2.850| 0.348|    0.599| 0.410|       |
Gaia DR2 4657685564905236224|084.67073350237| 0.2334|-69.08117634841| 0.4993|   -0.4716| 0.3947|    0.995| 0.433|    1.934| 0.698|       |
Gaia DR2 4657685534807632640|084.66665824590| 1.6973|-69.08894391701| 1.9882|          |       |         |      |         |      |       |
Gaia DR2 4657685466089165824|084.74121199032| 5.6897|-69.11424231959| 5.4202|          |       |         |      |         |      |       |
Gaia DR2 4657685534805333888|084.70051932442| 0.6832|-69.10764842786| 1.4920|   -0.3448| 0.6082|    2.536| 1.221|    2.109| 2.219|       |
Gaia DR2 4657685461824481024|084.73803021474| 6.4459|-69.11646850526| 4.1531|          |       |         |      |         |      |       |
Gaia DR2 4657685461824329088|084.71414185961| 0.2321|-69.10151849750| 0.3005|   -0.0451| 0.2458|    1.549| 0.464|    1.342| 0.557|       |
Gaia DR2 4657685534828069760|084.67337865929|18.2733|-69.08970648471| 4.8032|          |       |         |      |         |      |       |
Gaia DR2 4657685530545712384|084.66134745777| 3.5449|-69.09705064684| 2.9466|          |       |         |      |         |      |       |
Gaia DR2 4657685569187801984|084.67853438080| 0.0589|-69.08746098864| 0.0528|    0.0540| 0.0493|    1.855| 0.113|    0.795| 0.099|       |
Gaia DR2 4657685564856505216|084.68082959199| 0.3920|-69.08983845162| 0.4040|    1.2480| 0.4399|    3.846| 0.636|    1.733| 0.705|       |
Gaia DR2 4657685534828069504|084.66968155925| 2.0872|-69.09055264936| 1.0755|          |       |         |      |         |      |       |
Gaia DR2 4657685530545712128|084.66177243168| 0.0645|-69.09044718929| 0.0702|    0.2314| 0.0644|    2.008| 0.124|    0.723| 0.135|       |
Gaia DR2 4657685461824480640|084.73565024620|14.6516|-69.10946192906|12.6287|          |       |         |      |         |      |       |
Gaia DR2 4657685534828069376|084.66750999965| 0.4552|-69.09133565623| 0.5693|   -1.3589| 0.5015|    0.107| 0.825|    1.186| 0.965|       |
Gaia DR2 4657685466108824192|084.71554281287|18.0815|-69.11036526771| 7.3355|          |       |         |      |         |      |       |
Gaia DR2 4657685534807697920|084.66168250101| 0.3639|-69.09509723026| 0.3374|    0.4012| 0.3437|    1.108| 0.616|   -1.260| 0.710|       |
Gaia DR2 4657685534828069120|084.66793986277| 0.6164|-69.09098793392| 0.4330|    1.2632| 0.4748|    0.959| 1.202|   -0.390| 0.736|       |
Gaia DR2 4657685530496766336|084.67957014448| 0.0380|-69.09635935784| 0.0428|   -0.2246| 0.0416|    1.644| 0.066|    0.532| 0.073|       |
Gaia DR2 4657685530545498880|084.68735168635| 0.0746|-69.09408170332| 0.1027|    0.1010| 0.0855|    1.355| 0.139|    0.577| 0.175|       |
Gaia DR2 4657685466108823936|084.72434889851| 0.2568|-69.10145921340| 0.3118|    1.1249| 0.2709|   -3.341| 0.533|   -1.657| 0.654|       |
Gaia DR2 4657685534828237184|084.66927824914|16.6211|-69.09526524881|12.7252|          |       |         |      |         |      |       |
Gaia DR2 4657685534828068864|084.67203848440| 0.4720|-69.09418306304| 0.3769|    0.3486| 0.3938|    1.820| 0.902|    4.984| 0.734|       |
Gaia DR2 4657685569167352832|084.69213714085| 0.7207|-69.09319378028| 0.5324|    0.6138| 0.5572|   -1.166| 1.863|    3.824| 0.949|       |
Gaia DR2 4657685534828237056|084.66817351320| 0.0396|-69.09551157136| 0.0395|    0.0320| 0.0429|    1.830| 0.070|    0.849| 0.077|       |
Gaia DR2 4657685534828070656|084.68410691731| 1.3269|-69.09127841176|17.9559|          |       |         |      |         |      |       |
Gaia DR2 4657685534828236800|084.67125307438| 2.5929|-69.09633045809| 8.8912|          |       |         |      |         |      |       |
Gaia DR2 4657685569167291136|084.66497751900| 0.0907|-69.08242475716| 0.0900|    0.0018| 0.0894|    2.115| 0.168|    0.798| 0.175|       |
Gaia DR2 4657685534828238720|084.66144379950| 0.2309|-69.09428874259| 0.2654|    0.0230| 0.2427|    2.362| 0.439|    1.123| 0.530|       |
Gaia DR2 4657685534828070400|084.67532094495| 2.8149|-69.08914883313| 1.2129|          |       |         |      |         |      |       |
Gaia DR2 4657685569167247232|084.68360020957| 0.1378|-69.08320861388| 0.1390|    0.4307| 0.1420|    2.777| 0.250|    1.281| 0.283|       |
Gaia DR2 4657685534828070144|084.67852349650| 0.0424|-69.09178474363| 0.0425|   -0.0057| 0.0403|    1.919| 0.079|    1.133| 0.082|       |
Gaia DR2 4657685500449170304|084.74810778926| 7.2561|-69.10106235327|22.9642|          |       |         |      |         |      |       |
Gaia DR2 4657685534828070016|084.67967200754| 0.1910|-69.09204263840| 0.1433|   -0.7907| 0.1649|    0.190| 0.323|    1.995| 0.291|       |
Gaia DR2 4657685534828069888|084.67354419526| 0.1024|-69.08995187219| 0.1169|   -0.1634| 0.1071|    1.880| 0.189|    0.598| 0.219|       |
Gaia DR2 4657685569187912832|084.69220326944| 1.5594|-69.08889004001| 1.0870|          |       |         |      |         |      |       |
Gaia DR2 4657685461824483072|084.74376305924| 1.9310|-69.10855175502| 1.9442|          |       |         |      |         |      |       |
Gaia DR2 4657685534807623552|084.68788890518| 0.0873|-69.09526180398| 0.1093|   -0.0141| 0.0993|    2.081| 0.169|    2.060| 0.190|       |
Gaia DR2 4657685569167218688|084.68933483556| 1.6712|-69.08953437706| 1.4320|          |       |         |      |         |      |       |
Gaia DR2 4657685534828071680|084.66548232955| 3.7584|-69.09019192932| 1.2528|          |       |         |      |         |      |       |
Gaia DR2 4657685530545960320|084.67081903776| 0.2863|-69.09165600632| 0.3060|   -0.0514| 0.3309|    2.160| 0.464|    1.902| 0.570|       |
Gaia DR2 4657685569187809792|084.68839902169| 0.2132|-69.09138638300| 0.3845|    0.1938| 0.3032|    2.396| 0.400|    1.174| 0.726|       |
Gaia DR2 4657685530496768640|084.68417899138| 0.2785|-69.09641319189| 0.3511|   -2.1428| 0.3012|    0.233| 0.510|    1.740| 0.652|       |
Gaia DR2 4657685500468572928|084.74643755058| 0.0542|-69.10675402538| 0.0600|   -0.0160| 0.0541|    2.042| 0.106|    0.741| 0.112|       |
Gaia DR2 4657685569187913472|084.68440069706| 2.1033|-69.08936060879| 1.3035|          |       |         |      |         |      |       |
