#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-01T11:24:37 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6c6f14a55	
#INFO	-out.form=mini	
#INFO	-out.max=9999	
#INFO	queryParameters=24	
#-oc.form=dec
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&pos:VFTS 682( 10 arcmin J2000)&HTTPPRM:&&-ref=VIZ5ae6c6f14a55&-oc.form=dec&-c.r=25&-c.geom=b&-order=I&-out.orig=standard&-out=designation&-out=ra&-out=ra_error&-out=dec&-out=dec_error&-out=parallax&-out=parallax_error&-out=pmra&-out=pmra_error&-out=pmdec&-out=pmdec_error&-out=radial_velocity&-out=radial_velocity_error&-file=-c&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=| -Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=0
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#-out.max=9999
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_1|DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV
                        |Gaia DR2 4038917396135531648|270.61921569282| 1.0916|-35.78508273121| 0.8147|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135531776|270.61954506239| 0.9604|-35.78500277352| 0.6704|    0.0416| 1.1117|   -4.856| 1.612|   -8.139| 1.427|       |
                        |Gaia DR2 4038917396135523328|270.62105970343| 0.4012|-35.78421652119| 0.2854|   -0.4409| 0.5060|   -3.066| 0.563|   -5.513| 0.494|       |
                        |Gaia DR2 4038917396135519616|270.62031835636| 1.5531|-35.78471474169| 1.2251|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135552640|270.60890174791| 0.9580|-35.79271891831| 0.6601|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396136357632|270.61012519102| 5.7233|-35.79352700610| 2.4599|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135537792|270.61080988210| 0.7500|-35.79212383845| 0.4807|    0.6678| 0.8974|   -9.886| 1.072|   -6.921| 0.899|       |
                        |Gaia DR2 4038917396135526528|270.61233682378| 0.1687|-35.79151026463| 0.1462|    0.4875| 0.1791|   -3.900| 0.305|   -3.354| 0.264|       |
                        |Gaia DR2 4038917391832106240|270.61084337441| 0.1155|-35.79052661533| 0.1017|    0.1018| 0.1227|   -2.619| 0.212|   -0.413| 0.184|       |
                        |Gaia DR2 4038917396135581440|270.60779931532| 0.2475|-35.79083273418| 0.2303|    0.1261| 0.2770|   -1.247| 0.449|   -3.942| 0.387|       |
                        |Gaia DR2 4038917396135573376|270.60764693176| 0.2152|-35.79223200174| 0.1961|    0.5115| 0.2439|   -1.501| 0.388|   -2.904| 0.336|       |
                        |Gaia DR2 4038917391815816064|270.60829844316| 0.1227|-35.79117250775| 0.1096|    0.1510| 0.1362|   -3.389| 0.217|   -7.827| 0.187|       |
                        |Gaia DR2 4038917396135574016|270.60951528844| 0.5223|-35.79008732028| 0.4539|    0.6156| 0.5770|   -4.253| 0.933|   -4.418| 0.810|       |
                        |Gaia DR2 4038917396135562624|270.60990260932| 1.1256|-35.79115625322| 1.2052|    2.1523| 1.3312|   -4.818| 2.396|   -1.070| 1.919|       |
                        |Gaia DR2 4038917396135574272|270.60965835532| 0.6358|-35.79048153279| 0.6049|    0.3593| 0.7403|    3.605| 1.088|   -9.677| 0.952|       |
                        |Gaia DR2 4038917396135574144|270.60921420912| 0.8032|-35.79044343576| 0.8173|   -1.6742| 0.8694|    0.297| 1.580|   -9.011| 1.224|       |
                        |Gaia DR2 4038917396135535360|270.61229649713| 0.9583|-35.79095727905| 0.8473|    5.0009| 0.9928|   -9.381| 1.771|   -2.775| 1.529|       |
                        |Gaia DR2 4038917396137778048|270.61457981306| 8.1115|-35.78914131979| 5.5761|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135552128|270.61366175503| 0.5961|-35.78870850016| 0.5307|    1.0318| 0.8072|  -25.494| 1.613|    9.026| 1.675|       |
                        |Gaia DR2 4038917396135552000|270.61308628602| 0.2067|-35.78845152991| 0.1861|   -0.2265| 0.2314|   -3.826| 0.366|   -6.064| 0.315|       |
                        |Gaia DR2 4038917391836789632|270.61383368122| 4.7739|-35.78858501654| 4.3418|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135588352|270.61108306990| 0.5893|-35.78763504218| 0.4800|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917391836790784|270.61129489171| 1.9103|-35.78778483217| 1.7643|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396240041600|270.61270362695| 0.5413|-35.78619165905| 0.3209|    0.0936| 0.5617|   -3.690| 0.635|   -4.620| 0.524|       |
                        |Gaia DR2 4038917396240039040|270.61329109286| 0.6744|-35.78692406124| 0.6278|   -0.9724| 0.5749|   -5.237| 1.414|   -6.604| 1.244|       |
                        |Gaia DR2 4038917396135607296|270.60775831749| 0.7611|-35.78960688637| 0.9027|    0.5920| 0.5890|   -4.412| 1.726|   -7.628| 1.314|       |
                        |Gaia DR2 4038917396135608960|270.60624742889|16.9390|-35.79075779151|17.5414|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135617152|270.60680171358| 1.0200|-35.78910929914| 0.9904|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135617280|270.60726687539| 6.6712|-35.78924786001| 6.9345|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135616000|270.60780059513| 0.3933|-35.78887730525| 0.3474|   -2.4911| 0.4001|   -2.840| 0.746|   -0.011| 0.649|       |
                        |Gaia DR2 4038917396240044160|270.60880288580| 0.4670|-35.78846660077| 0.4211|    0.4025| 0.5394|   -0.955| 0.869|   -4.614| 0.785|       |
                        |Gaia DR2 4038917396135614464|270.60887944599| 0.9650|-35.78803805435| 0.9658|   -0.0987| 0.8192|   -5.893| 1.474|  -11.849| 1.254|       |
                        |Gaia DR2 4038917396135610112|270.60830252661| 0.1751|-35.78851341589| 0.1548|    0.5747| 0.1799|    0.583| 0.319|   -6.276| 0.270|       |
                        |Gaia DR2 4038917396135597184|270.60866435859| 0.7657|-35.78954805897| 0.8219|    1.2960| 0.8404|    2.539| 1.788|   -6.368| 1.514|       |
                        |Gaia DR2 4038917396135638912|270.60484320733| 0.5808|-35.78912876600| 0.4542|    0.1540| 0.7193|   -3.863| 0.951|   -3.431| 0.795|       |
                        |Gaia DR2 4038917396136435712|270.60533975699| 0.8253|-35.78984300867| 0.7057|    0.7814| 0.7727|   -2.726| 1.728|   -6.409| 1.466|       |
                        |Gaia DR2 4038917396135634048|270.60799069452| 5.3431|-35.78705317172| 6.2882|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135629312|270.60748395478|16.2147|-35.78790009761|12.8218|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135629440|270.60777996240| 0.3296|-35.78774070602| 0.2853|   -0.6234| 0.3526|   -8.679| 0.574|    3.891| 0.489|       |
                        |Gaia DR2 4038917396135639168|270.60687842640| 0.3305|-35.78728268365| 0.2951|    0.8648| 0.3486|   -1.858| 0.613|   -4.577| 0.536|       |
                        |Gaia DR2 4038917396135605248|270.61012200240| 0.4524|-35.78760272234| 0.3963|    0.1617| 0.4858|    2.153| 0.827|   -7.006| 0.722|       |
                        |Gaia DR2 4038917396135618944|270.60917061699| 0.2905|-35.78742364845| 0.2600|    0.0672| 0.3150|    0.397| 0.515|   -3.543| 0.438|       |
                        |Gaia DR2 4038917396135605376|270.61042188965| 4.8806|-35.78746206672| 4.2096|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396240043008|270.61203630474| 0.2173|-35.78621584234| 0.1978|   -0.7132| 0.2286|   -2.135| 0.391|   -4.467| 0.335|       |
                        |Gaia DR2 4038917396240045184|270.61115965233| 0.1529|-35.78579512329| 0.1368|    0.4199| 0.1697|    0.922| 0.270|   -3.397| 0.233|       |
                        |Gaia DR2 4038917396135622912|270.61147850930| 0.1565|-35.78503388901| 0.1410|    0.2457| 0.1768|    3.091| 0.277|    2.794| 0.240|       |
                        |Gaia DR2 4038917396135630848|270.61038653564| 0.3307|-35.78533792757| 0.3005|   -0.2962| 0.3786|   -2.190| 0.619|   -5.373| 0.551|       |
                        |Gaia DR2 4038917391812113408|270.60802764735| 0.0750|-35.78594254312| 0.0651|    1.3891| 0.0788|   -1.002| 0.132|   -6.692| 0.112|       |
                        |Gaia DR2 4038917396135650048|270.60732071892| 0.2407|-35.78598639390| 0.2110|    0.1713| 0.2613|    3.743| 0.419|   -6.984| 0.359|       |
                        |Gaia DR2 4038917396135651200|270.60960568165| 0.5623|-35.78391928963| 0.5216|    1.3967| 0.6227|   -4.232| 1.061|   -8.592| 0.925|       |
                        |Gaia DR2 4038917396135639552|270.61064744834| 0.2400|-35.78403090684| 0.2193|   -0.1419| 0.2757|   -4.055| 0.431|   -3.335| 0.375|       |
                        |Gaia DR2 4038917391812118016|270.61066801576| 0.1025|-35.78486788274| 0.0916|   -0.0492| 0.1141|   -2.961| 0.181|   -2.609| 0.157|       |
                        |Gaia DR2 4038917396135651072|270.61000720548|35.4461|-35.78407888651|34.8322|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396240033920|270.61537027612| 0.1075|-35.78715215005| 0.0960|   -0.3257| 0.1201|   -3.211| 0.194|   -8.071| 0.171|       |
                        |Gaia DR2 4038917391836791040|270.61490548143| 0.0605|-35.78650838009| 0.0541|    0.1285| 0.0663|   -1.372| 0.109|   -6.800| 0.094|       |
                        |Gaia DR2 4038917396135560960|270.61518146403|17.4931|-35.78596856462|14.1186|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135561344|270.61544215144| 0.3287|-35.78649854576| 0.3011|    0.4235| 0.3744|   -2.261| 0.620|   -2.903| 0.552|       |
                        |Gaia DR2 4038917396135553152|270.61491235146|11.1772|-35.78707739291| 7.3104|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135548032|270.61688514116| 0.1118|-35.78622322870| 0.1002|    0.4356| 0.1241|   -1.068| 0.201|   -0.149| 0.175|       |
                        |Gaia DR2 4038917391836803968|270.61732567630| 0.4995|-35.78557735218| 0.4778|    0.2703| 0.6335|   -3.557| 1.025|   -5.746| 1.004|       |
                        |Gaia DR2 4038917396135547904|270.61644261753| 1.3489|-35.78609952887| 1.4071|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135586688|270.61409703445| 0.3122|-35.78571381543| 0.2898|    0.8986| 0.3585|   -0.122| 0.608|   -1.585| 0.551|       |
                        |Gaia DR2 4038917396135561216|270.61492221208| 0.6100|-35.78606269935| 0.5917|    0.2122| 0.7989|   -5.389| 1.242|   -4.276| 1.163|       |
                        |Gaia DR2 4038917391812110976|270.61430531415| 0.8381|-35.78625274915| 0.8601|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917391812127360|270.61558094448| 0.2126|-35.78385907957| 0.1989|    0.3506| 0.1725|    0.824| 0.396|   -1.380| 0.330|       |
                        |Gaia DR2 4038917396135601536|270.61537483051| 0.4136|-35.78342718869| 0.3818|    0.6060| 0.4986|   -4.866| 0.972|   -4.519| 1.018|       |
                        |Gaia DR2 4038917396240042240|270.61452039817| 0.2395|-35.78432807596| 0.2179|    0.1903| 0.2680|    3.405| 0.432|   -2.534| 0.375|       |
                        |Gaia DR2 4038917396240037632|270.61609867976| 0.4566|-35.78486523422| 0.3933|    0.7010| 0.4998|   -6.967| 0.828|   -8.347| 0.729|       |
                        |Gaia DR2 4038917396135576960|270.61540454206| 0.3812|-35.78537169712| 0.3435|    0.3557| 0.4477|   -1.593| 0.901|   -2.696| 0.905|       |
                        |Gaia DR2 4038917396135565568|270.61784492784| 0.6899|-35.78417487910| 0.6777|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135565440|270.61807709012| 0.4840|-35.78390372018| 0.4241|   -0.5874| 0.5898|   -5.235| 0.925|   -4.982| 0.860|       |
                        |Gaia DR2 4038917396135544064|270.61789441331| 0.3076|-35.78562028430| 0.2897|    0.6328| 0.3488|   -2.946| 0.592|   -0.437| 0.520|       |
                        |Gaia DR2 4038917391812134272|270.61871181023| 0.1670|-35.78266798503| 0.0987|    0.8140| 0.2132|   -0.036| 0.194|   -5.057| 0.174|       |
                        |Gaia DR2 4038917396136578560|270.61954928784| 7.0822|-35.78191260699| 4.1180|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917391836806144|270.62006623280| 0.1581|-35.78329709309| 0.1342|   -0.3526| 0.1800|    1.069| 0.267|   -5.255| 0.228|       |
                        |Gaia DR2 4038917396135587456|270.61701235759| 0.6060|-35.78319267745| 0.5044|    4.9893| 0.5972|   -0.310| 1.015|   -5.282| 0.854|       |
                        |Gaia DR2 4038917396135590016|270.61636894155| 0.1515|-35.78353071682| 0.1363|    0.3040| 0.1635|   -1.684| 0.275|   -6.821| 0.242|       |
                        |Gaia DR2 4038917396136578816|270.61783169682| 3.7314|-35.78177464486| 0.8201|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917391812127488|270.61205569755| 0.0902|-35.78349181544| 0.0806|    0.1009| 0.0999|   -1.113| 0.160|   -2.989| 0.138|       |
                        |Gaia DR2 4038917396135620992|270.61365474953| 0.3364|-35.78338096567| 0.3092|   -0.0370| 0.3894|   -1.616| 0.656|   -2.941| 0.594|       |
                        |Gaia DR2 4038917396135601792|270.61443202657| 0.6943|-35.78360029335| 0.6323|    0.5093| 0.7349|   -3.875| 1.416|  -11.758| 1.268|       |
                        |Gaia DR2 4038917396135619840|270.61422084458| 0.3874|-35.78301600723| 0.3670|    0.3121| 0.4637|    0.458| 0.874|   -2.490| 0.852|       |
                        |Gaia DR2 4038917396135601664|270.61401765372| 1.6444|-35.78389831212| 1.6647|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135642496|270.61108007648| 0.5838|-35.78336738795| 0.4881|    0.4733| 0.6740|   -1.008| 0.948|   -5.346| 0.840|       |
                        |Gaia DR2 4038917391812148096|270.61348130660| 0.0433|-35.78166444656| 0.0388|    0.1869| 0.0462|   -2.028| 0.078|   -7.125| 0.066|       |
                        |Gaia DR2 4038917396136374656|270.61141552837| 1.2746|-35.78146453676| 1.5563|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396137090048|270.61476832041| 1.8529|-35.78231442156| 1.7912|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135616256|270.61568178986| 0.1746|-35.78198482190| 0.1495|    0.2131| 0.2006|    0.431| 0.298|   -4.668| 0.254|       |
                        |Gaia DR2 4038917396135616384|270.61597207872|10.7711|-35.78182472233|10.4397|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396240045952|270.61649995551| 0.3837|-35.78071392554| 0.2422|   -0.2659| 0.4943|    1.032| 0.470|   -6.751| 0.420|       |
                        |Gaia DR2 4038917396135619712|270.61639866934| 0.3743|-35.78118498043| 0.3324|   -0.0398| 0.4467|   -4.456| 0.750|   -2.123| 0.687|       |
                        |Gaia DR2 4038917396135629824|270.61721361904| 0.2305|-35.77964237289| 0.1962|    0.0699| 0.2657|   -1.987| 0.391|   -3.656| 0.335|       |
                        |Gaia DR2 4038917396135665152|270.61387708207| 2.1521|-35.77881843726| 1.8804|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135649536|270.61329764648| 0.2557|-35.78059030325| 0.2376|    0.5746| 0.3091|   -1.547| 0.483|   -3.082| 0.433|       |
                        |Gaia DR2 4038917396135649664|270.61335263922| 0.3851|-35.78084837789| 0.3452|    0.6557| 0.4685|    4.753| 0.893|   -7.240| 0.905|       |
                        |Gaia DR2 4038917396135643136|270.61434878980| 0.6837|-35.78050477058| 0.7460|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135649152|270.61464196792| 0.6046|-35.77976589487| 0.6896|    0.6791| 0.6217|   -3.152| 1.512|   -4.785| 1.205|       |
                        |Gaia DR2 4038917396136429952|270.61400223198| 7.1771|-35.77948683192| 6.1019|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917396135658624|270.61523720545| 0.2116|-35.77820723651| 0.1791|    0.2386| 0.2403|   -2.233| 0.357|   -1.627| 0.305|       |
                        |Gaia DR2 4038917391818298624|270.61518138982| 0.1527|-35.77785998836| 0.1300|    0.0065| 0.1719|   -4.187| 0.258|   -7.307| 0.219|       |
                        |Gaia DR2 4038917396135651968|270.61550603779| 0.3218|-35.77881077471| 0.2786|   -0.6490| 0.3886|   -1.506| 0.630|   -2.458| 0.591|       |
                        |Gaia DR2 4038917430492435200|270.70356930685| 0.1888|-35.86823040360| 0.1680|    0.7769| 0.2160|   -0.450| 0.333|   -2.697| 0.292|       |
                        |Gaia DR2 4038917430492460672|270.70281166342| 0.2590|-35.86757437191| 0.2389|   -0.3944| 0.2917|    4.950| 0.469|   -6.833| 0.406|       |
                        |Gaia DR2 4038917430492451072|270.70361012339| 0.2697|-35.86732504800| 0.2551|    0.2481| 0.2930|   -2.770| 0.494|   -6.875| 0.424|       |
                        |Gaia DR2 4038917430599357312|270.70346443130| 0.3237|-35.86677847440| 0.2900|   -0.2770| 0.4053|   -3.052| 0.756|   -4.971| 0.776|       |
                        |Gaia DR2 4038917430492463360|270.70343269663| 0.5757|-35.86643619779| 0.5015|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917430495788416|270.70538404678| 1.1236|-35.86601154370| 0.9971|   10.3074| 1.1510|   -0.460| 2.191|  -21.403| 1.958|       |
                        |Gaia DR2 4038917430492462720|270.70470408061| 0.3110|-35.86574985395| 0.2950|    0.6678| 0.3799|   -2.380| 0.587|   -5.644| 0.481|       |
                        |Gaia DR2 4038917430492432000|270.70483430121| 0.2320|-35.86737072302| 0.2050|    1.0483| 0.2802|   -1.884| 0.410|   -8.440| 0.374|       |
                        |Gaia DR2 4038917430492466176|270.70417136406| 0.5298|-35.86595045414| 0.4950|   -0.0562| 0.4408|   -0.929| 1.071|   -8.741| 1.054|       |
                        |Gaia DR2 4038917430492431872|270.70442992157| 0.0739|-35.86769935738| 0.0645|   -0.1036| 0.0838|   -1.375| 0.126|   -0.927| 0.110|       |
                        |Gaia DR2 4038917430492518400|270.70149216284| 0.2607|-35.86545678497| 0.2305|   -0.2183| 0.3050|   -4.572| 0.447|   -3.964| 0.397|       |
                        |Gaia DR2 4038917430492508160|270.70340233436| 0.1273|-35.86397352096| 0.1123|    0.6051| 0.1456|   -0.550| 0.215|   -2.895| 0.185|       |
                        |Gaia DR2 4038917430599364480|270.70339893742| 0.6474|-35.86436988005| 0.5275|   -0.7749| 0.7899|   -3.056| 1.109|   -8.228| 1.029|       |
                        |Gaia DR2 4038917430492460544|270.70652566077| 1.8562|-35.86436989292| 1.7343|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917430492470656|270.70597347702| 0.7127|-35.86416324645| 0.6536|   -0.1493| 0.9002|   -3.401| 1.520|   -7.669| 1.566|       |
                        |Gaia DR2 4038917430492465536|270.70492632157| 0.2045|-35.86535003163| 0.1881|    0.1634| 0.2244|   -2.254| 0.357|   -0.857| 0.309|       |
                        |Gaia DR2 4038917430492450176|270.70629009027| 0.4762|-35.86514929756| 0.4592|   -0.3244| 0.6877|   -1.248| 1.916|   -2.795| 2.041|       |
                        |Gaia DR2 4038917430496181504|270.70677716376| 0.6045|-35.86270015961| 0.5652|   -0.4328| 0.3493|   -2.212| 1.092|   -6.062| 0.854|       |
